Date_ID,LabID,CRA,Error,DC13,OthMeasures,DateMethod,Material,Species,OthSiteID,OldSiteID,SiteID,IndID,SiteName,SiteContext,SiteType,TmpType,AdminRegion,Country,CaseStudyArea,Disarticulated,Cremation,Longitude,Latitude,LocQual,Source,Comments,Othersources,AnnaComment,aDNAOlalde
220709,HAR-9662,3810,120,-23.1,"Sex:M;Age:young adult,25-35",LSC/GPC,bone,Homo sapiens,EUROEVOL S6163,203082,203082,203082,"Allington Avenue, Fordington",NA,4B; 4H;4B Barrow,"burial(inhumation,articulated,flexed,secondary);cemetery;barrow(round)","Dorset, England",England,Wessex,No,No,-2.4219,50.7075,B,EUROEVOL-Sample:15189;Bayliss et al. 2013. Radiocarbon Dates - from samples funded by English Heritage between 1988 and 1993,"Human bone (right femur, skeleton 126, male. Sample: W984434, submitted on 17 February 1988 by. Initial comment: from an undated trussed inhumation inserted into a Bronze Age barrow ditch and sealed by Romano-British plough soils.",NA,NA,NA
223058,SRR-590,3556,80,-21.4,NA,LSC/GPC,bone,Homo sapiens,Canmore 26751;EUROEVOL S6164,201683,201683,,Almondbank,Cist II,"Cist(s), Palisaded Enclosure, Food Vessel(s), Necklace(s) (jet), Unidentified Flint(s) (flint);4B Cist","burial(inhumation,disturbed);associated(cremation,Food Vessel);cist;cemetery(cist)","Perth and Kinross, Scotland",Scotland,EastScot,Unknown,No,-3.5281,56.4157,B,http://canmore.org.uk/c14sample/SRR-590; EUROEVOL-Sample:15191; CBA Index,"Human femur associated with cremated bone, a Food Vessel and a bronze awl in Cist II. From information compiled by Patrick Ashmore.",NA,NA,NA
223059,SRR-591,3517,50,-21.7,NA,LSC/GPC,bone,Homo sapiens,Canmore 26751,201683,201683,,Almondbank,Cist VII,"Cist(s), Palisaded Enclosure, Food Vessel(s), Necklace(s) (jet), Unidentified Flint(s) (flint);4B Cist","burial(inhumation,articulated,crouched);cist;cemetery(cist)","Perth and Kinross, Scotland",Scotland,EastScot,No,No,-3.5281,56.4157,B,http://canmore.org.uk/c14sample/SRR-591; CBA Index,Human bone from an inhumation in Cist VII below a deliberate tight-packed gravel filling containing 37 disk beads of a jet necklace. From information compiled by Patrick Ashmore.,NA,NA,NA
205591,GU-2739,2880,120,-26,NA,NA,charcoal,NA,Canmore 26751,201683,201683,,Almondbank,NA,"Cist(s), Palisaded Enclosure, Food Vessel(s), Necklace(s) (jet), Unidentified Flint(s) (flint)",NA,NA,Scotland,EastScot,No,No,-3.5281,56.4157,B,http://canmore.org.uk/c14sample/GU-2739,"Charcoal from Cist 5 with a Food Vessel, bronze and bone pins and an inhumation. From information compiled by Patrick Ashmore.",NA,NA,NA
53985,SUERC-26188,3870,35,NA,Age:adult,AMS,bone,Homo sapiens,NA,201063,1000008,1000008,Amesbury,G85,NA,"burial(articulated,flexed);cist;coffin;cemetery;barrow(round)","Wiltshire, England",England,Wessex,No,No,-1.768,51.1629,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
54006,SUERC-31867,3840,30,NA,Age:adult,AMS,bone,Homo sapiens,NA,201063,1000009,,Amesbury,G51/H36  Burial B,NA,"burial(articulated,flexed,Beaker);wooden board;cemetery;barrow(round)","Wiltshire, England",England,Wessex,No,No,-1.768,51.1629,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
53990,SUERC-26197,3785,30,NA,Age:adult,AMS,bone,Homo sapiens,NA,201063,1000009,,Amesbury,G51/H36  Burial A,NA,"burial(articulated,flexed,Beaker);wooden board;cemetery;barrow(round)","Wiltshire, England",England,Wessex,No,No,-1.768,51.1629,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",Additional published date on charcoal from board: BM-287: 3740 <U+00B1> 60 (Burleigh et al. 1976),NA,NA,NA
218870,HAR-1237,3620,90,-25.2,NA,LSC/GPC,wood,Quercus,EUROEVOL S6166,201063,201063,,Amesbury,"from an area of burning beneath the crown of the ploughed barrow, adjacent to the central cremation",large round barrow;3B;3H;4B;4H;4B Round barrow;Grave (mound) cremation,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.745,51.1797,B,"Jordan et al. 1994. Radiocarbon dates - from samples funded by English Heritage and dated before 1981. Chapple, R.M. 2015. Catalogue of radiocarbon determinations and dendrochronology dates; EUROEVOL-Sample:16027; EH; CL; http://radon-b.ufg.uni-kiel.de/samples/4329","Sample: AMESB039, submitted on 16 July 1975. Material: wood: oak (Quercus) (G W Dimbleby). Initial Comment: From an area of burning beneath the croY.'n of the ploughed barrow, adjacent lo the central cremation.; Jordan, D, Haddon-Reece, D, Bayliss, A 1994 'Radiocarbon dates: from samples funded by English Heritage and dated before 1981', London: English Heritage",NA,NA,NA
21192,SUERC-50639,3110,29,-20.8,DN15:9.2;CN5:3.2,AMS,bone,Homo sapiens,NA,13091,13091,,Amesbury (King's Gate),NA,burial (inhumation),NA,"Wiltshire, England",England,Wessex,No,No,-1.7669,51.1634,B,Past 77 (2014),"Burial of a female (17-19 years), found with the remains of an amber necklace. Skeleton previously dated SUERC-49182. Right Distal femur",NA,NA,NA
Healy20,BM-287,3740,60,NA,NA,NA,Long bone from skeleton of adult male,NA,NA,NA,1000010,1000010,Amesbury 51,"F5352, burial A",NA,NA,"Wiltshire, England",England,Wessex,No,No,-1.837204,51.183669,NA,Barclay & Halpin 1999,"Most complete of 3 burials in linear mortuary structure, with pig mandible",NA,NA,NA
224951,GrA-24853,3365,40,NA,Sex:?;Age:adult,AMS,bone,Homo sapiens,Monarch 911449,205563,1000011,1000011,Amesbury 61a,burial,barrow (disc);burial (inhumation),"burial(cremation,unurned);associated(urn,accessory vessel);cemetery;barrow(round)","Wiltshire, England",England,Wessex,N/A,Yes,-1.7509,51.1798,B,"Sheridan, A. 2008. Bronze Age Review 1;Chapple, R.M. 2015. Catalogue of radiocarbon determinations and dendrochronology dates","Associated with a collection of beads, probably from composite necklace: beads of amber, steatite and segmented faience; cowrie shells; fossil crinoid. Also beaver incisor; 2 flint flakes; accessory vessel",NA,NA,NA
75005,SUERC-54823,3829,36,-21.1,"DN15:8.7;CNr:3.3;Sex:F;Age:child,9-11",NA,bone,Homo sapiens,NA,12436,12436,,Amesbury Down,Pit 62004 (62014) B,NA,"burial(inhumation,articulated);pit(domestic)","Wiltshire, England",England,Wessex,No,No,-1.7697,51.1627,B,"Alistair Barclay pers.comm.; Olalde et al., 2018",same bone dated as SUERC -53040. Left tibia (0.8g),NA,NA,Y
75003,SUERC-53041,3575,27,-21,DN15:9.3;CNr:3.3,NA,bone,Homo sapiens,NA,12436,12436,,Amesbury Down,Pit 62025 62027,NA,"burial(inhumation,disarticulated,skull,multiple)","Wiltshire, England",England,Wessex,Yes,No,-1.7697,51.1627,B,"Alistair Barclay pers.comm.; Olalde et al., 2018",Parietal vault (1.1g),NA,NA,Y
Wilkin59,NPL-75,3590,90,NA,NA,NA,NA,NA,NA,NA,1000012,1000012,"Amesbury G71, Wiltshire",NA,NA,burial(Food Vessel Urn),"Wiltshire, England",England,Wessex,N/A,Yes,-1.7381698,51.175864,NA,Christie 1967,NA,NA,NA,NA
218785,HAR-10514,3290,80,-24.7,NA,NA,charcoal,Fraxinus excelsior,EUROEVOL S6166,203004,203004,203004,Amesbury New Barn Down (Amesbury G61),NA,4H;4B Barrows,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.745,51.1797,B,"EUROEVOL-Sample:15196;Bayliss et al. 2013. Radiocarbon Dates - from samples funded by English Heritage between 1988 and 1993; Darvill ?date, Appendix III - Radiocarbon Dates","Charcoal: Fraxinus sp. Sample: NEWB49, submitted in February 1990 by D Jordon. Initial comment: charcoal from cremation grave 2 beneath barrow 61.",NA,NA,NA
220098,HAR-6225,3550,80,-24.5,NA,NA,charcoal,Fraxinus excelsior,EUROEVOL S6166,201063,201063,,"Amesbury: New Barn Down, Wiltshire",NA,4B; 4H;4B Round barrow,NA,"Wiltshire, England",England,Wessex,N/A,Yes,-1.745,51.1797,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Charcoal: Fraxinus sp.. Sample: PIT2AM61 or NBB3(A), submitted on 15 August. Initial comment: from Barrow 61. Charcoal fragments were mingled with adult cremated bone fragments housed in an oval pit dug into the ancient soil beneath the barrow at the northern interior edge of the sub-mound stake circle.",NA,NA,NA
221169,OxA-13549,4650,55,-19.372,F14C:0.5606+/-0.0038,AMS,bone,Homo sapiens,EUROEVOL S1081;Canmore 11349,203448,203448,,"An Corran, Skye",shell midden,shell midden,NA,"Skye and Lochalsh, Scotland",Scotland,NA,Yes,No,-6.2042,57.6368,B,CalPal; EUROEVOL-Sample:11483; Bronk Ramsay et al. 2009. Archaeometry 51.; http://www.c14.org.uk/publication.php?ref=AM33,"SAIR 51 2012, 74: human bone (navicular tarsal) from context C31.; Sample:ACO627. Bronk Ramsey, C., Higham, T. F. G., Brock, F., Baker, D., & Ditchfield, P. (2009). Radiocarbon dates from the oxford ams system: archaeometry datelist 33. Archaeometry, 51(2), 323-349. Archaeometry, 51(2), 323-349.",NA,NA,NA
221172,OxA-13552,4535,50,-19.93,F14C:0.5687+/-0.0036,AMS,bone,Homo sapiens,EUROEVOL S1081;Canmore 11349,203448,203448,,"An Corran, Skye",shell midden,shell midden,NA,"Skye and Lochalsh, Scotland",Scotland,NA,Yes,No,-6.2042,57.6368,B,CalPal; EUROEVOL-Sample:11484; Bronk Ramsay et al. 2009. Archaeometry 51.; http://www.c14.org.uk/publication.php?ref=AM33,"SAIR 51 2012, 74: human bone (vertebra) from context C36.; Sample:ACO458. Bronk Ramsey, C., Higham, T. F. G., Brock, F., Baker, D., & Ditchfield, P. (2009). Radiocarbon dates from the oxford ams system: archaeometry datelist 33. Archaeometry, 51(2), 323-349. Archaeometry, 51(2), 323-349.",NA,NA,NA
221170,OxA-13550,4360,55,-20.485,F14C:0.5811+/-0.004,AMS,bone,Homo sapiens,EUROEVOL S1081;Canmore 11349,203448,203448,,"An Corran, Skye",shell midden,shell midden,NA,"Skye and Lochalsh, Scotland",Scotland,NA,Yes,No,-6.2042,57.6368,B,CalPal; EUROEVOL-Sample:11486; Bronk Ramsay et al. 2009. Archaeometry 51.; http://www.c14.org.uk/publication.php?ref=AM33,"SAIR 51 2012, 74: human bone (vertebra) from context C31.; Sample:ACO632. Bronk Ramsey, C., Higham, T. F. G., Brock, F., Baker, D., & Ditchfield, P. (2009). Radiocarbon dates from the oxford ams system: archaeometry datelist 33. Archaeometry, 51(2), 323-349. Archaeometry, 51(2), 323-349.",NA,NA,NA
215520,AA-27743,3885,65,-24,Age:mature adult,AMS,bone,Homo sapiens,Canmore 11349;EUROEVOL S1081,203448,203448,,"An Corran, Skye",NA,"Shell Midden, Flake (chert), Point (flint)","non-burial(human,ulna,isolated bone find,inhumation,disarticulated);settlement;midden(multi-period)","Skye and Lochalsh, Scotland",Scotland,NA,Yes,No,-6.2042,57.6368,B,http://fepre.mas.ncl.ac.uk/; http://canmore.org.uk/c14sample/AA-27743; EUROEVOL-Sample:11488; CalPal,"One of several disarticulated human bones in a deposit almost entirely composed of limpet shells, the lower part of which contains a bone tool dated to 7590+/-90 (OxA-4994)BP. There was potential for mixing or intrusion from above. From information compiled by Patrick Ashmore.",NA,NA,NA
215521,AA-27744,4405,65,-20.2,NA,NA,bone,Homo sapiens,Canmore 11349;EUROEVOL S1081,200062,203448,,"An Corran, Skye",NA,"Shell Midden, Flake (chert), Point (flint)",NA,"Skye and Lochalsh, Scotland",Scotland,NA,Yes,No,-6.2042,57.6368,B,http://fepre.mas.ncl.ac.uk/; http://canmore.org.uk/c14sample/AA-27744; EUROEVOL-Sample:11485; CalPal,One of several disarticulated human bones in a black greasy midden. Above this layer lay later prehistoric contexts. There is potential for mixing or intrusion from above. From information compiled by Patrick Ashmore.,NA,NA,NA
Healy21,BM-62,3750,150,NA,Age:infant,NA,bone,Homo sapiens,NA,NA,1000013,1000013,"Antofts Windypit, Helmsley",Crouched burial in shallow pit 5991,NA,"burial(inhumation,crouched);pit","North Yorkshire, England",England,Yorkshire Wolds,No,No,-1.1054,54.2383,NA,Ambers & Bowman 2003;,NA,NA,NA,NA
209776,OxA-V-2164-40,3584,28,-19.9,NA,AMS,bone,Homo sapiens,Canmore 21741,203871,203871,203871,"Ardachy, Mull",NA,Cist(s),"burial(inhumation,articulated,crouched);cist;cemetery(cist)","Argyll and Bute, Scotland",Scotland,NA,No,No,-6.235,56.2895,B,"http://canmore.org.uk/c14sample/OxA-V-2164-40; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",A skeleton in a short cist without ceramic associations (formerly EUAD 1B 218). From information compiled by Patrick Ashmore.,NA,NA,NA
204345,GrA-34770,3350,35,-28.9,Sex:?F,AMS,bone,Homo sapiens,Canmore 41098,201881,1000128,,"Ardeer Sands, Misk Knowes",NA,"Cairn, Bead(s) (faience), Cinerary Urn(s), Unidentified Flint(s) (flint)","burial(cremation,urned,Bucket Urn,inverted);cist;cairn(round)","North Ayrshire, Scotland",Scotland,NA,N/A,Yes,-4.7235,55.635,B,http://canmore.org.uk/c14sample/GrA-34770,"Cremated probably female long bone from urn 15, an inverted urn of bucket type (with Cordoned Urn features) from (probably under) an oval cairn. The urn's mouth had been sealed with clay; 6 white quartz pebble and one reddish quartz pebble were embedded in the clay. Dick Institute Kilmarnock KIMMG 1922/53/1. From information compiled by Patrick Ashmore.",NA,NA,NA
204346,GrA-34771,3315,35,-28.9,NA,AMS,bone,Homo sapiens,Canmore 41098,201881,1000128,,"Ardeer Sands, Misk Knowes",NA,"Cairn, Bead(s) (faience), Cinerary Urn(s), Unidentified Flint(s) (flint)","burial(cremation,unurned);cemetery;cairn(round);pit","North Ayrshire, Scotland",Scotland,NA,N/A,Yes,-4.7235,55.635,B,http://canmore.org.uk/c14sample/GrA-34771,Cremated adult human long bone fragment with a 'cover of soft clay' from a neatly made cavity in the cairn at or near the centre above the old land surface. Dick Institute Kilmarnock KIMMG 1922/53/1. From information compiled by Patrick Ashmore.,NA,NA,NA
219564,HAR-3908,3600,80,-26.1,NA,LSC/GPC,charcoal/nutshell,"Quercus,Corylus avellana",EUROEVOL S6172,NA,202906,,"Ardleigh, Essex",NA,4B;4H;4B Burial,NA,"Essex, England",England,NA,N/A,Yes,0.9836,51.9094,B,Jordan et al. 1994. Radiocarbon dates - from samples funded by English Heritage and dated before 1981. EUROEVOL-Sample:15206. (04/07/2012 AG:). EH; CL,"Sample: 29-750, submitted by N Balaam on 1 5 J uly 1980. Material: charcoal: Quercus from mature timber and Corylus avellana nutshell. Initial Comment: From a Bronze Age cremation. Clark et al 1988. 653.; Jordan, D, Haddon-Reece, D, Bayliss, A 1994 'Radiocarbon dates: from samples funded by English Heritage and dated before 1981', London: English Heritage",NA,NA,NA
220016,HAR-5744,2880,70,-27.6,NA,NA,charcoal,Alnus glutinosa,EUROEVOL S6172,202906,202906,,"Ardleigh, Essex",NA,4B; 4H;4C Cemetery,NA,"Essex, England",England,NA,N/A,Yes,0.9836,51.9094,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Charcoal: Alnus glutinosa, mature timbers. Sample: 29-7249, submitted on 19 September 1983 by. Initial comment: from a Bronze Age cremation; cremation",NA,NA,NA
211578,SUERC-2451,3625,40,-26.1,NA,AMS,bone,Homo sapiens,Canmore 184350,204337,204337,204337,"Arisaig, site 41",NA,Cairn,"burial(cremation,unurned,disturbed);cemetery;cist;cairn(round)","Highland, Scotland",Scotland,NA,N/A,Yes,-5.8399,56.9108,B,http://canmore.org.uk/c14sample/SUERC-2451,"Bone apatite from cremated human bones (Find 2) concentrated within an area measuring c. 0.5 by 0.5 m, amongst the basal layer of stones 4110. The position of the bone fragments was consistent with their having been deposited at the time of the cairn's construction. From information compiled by Patrick Ashmore.",NA,NA,NA
Wilkin28,SUERC-33911,3620,35,NA,NA,NA,NA,NA,NA,NA,1000014,,Armadale,Cist 5,NA,burial(Food Vessel),"Highland, Scotland",Scotland,NA,N/A,Yes,-5.9000175,57.064684,NA,NA,NA,NA,NA,NA
Wilkin32,SUERC-33907,3570,35,NA,NA,NA,NA,NA,NA,NA,1000014,,Armadale,Cist 1,NA,burial(Food Vessel),"Highland, Scotland",Scotland,NA,N/A,Yes,-5.9000175,57.064684,NA,NA,NA,NA,NA,NA
Wilkin40,SUERC-30679,3535,35,NA,NA,NA,NA,NA,NA,NA,1000014,,Armadale,Cist 5,NA,burial(Food Vessel),"Highland, Scotland",Scotland,NA,N/A,Yes,-5.9000175,57.064684,NA,NA,NA,NA,NA,NA
Wilkin4,SUERC-11899,3525,35,NA,NA,NA,NA,NA,NA,NA,1000015,,"Arran High School,Lamlash, Arran",Pit G,NA,burial(Collared Urn),"Argyll and Bute, Scotland",Scotland,NA,N/A,Yes,-5.133736,55.530212,NA,NA,NA,NA,NA,NA
Wilkin5,SUERC-11898,3450,35,NA,NA,NA,NA,NA,NA,NA,1000015,,"Arran High School,Lamlash, Arran",Pit E,NA,burial(Collared Urn),"Argyll and Bute, Scotland",Scotland,NA,N/A,Yes,-5.133736,55.530212,NA,NA,NA,NA,NA,NA
204168,GrA-25644,4775,40,-21.8,NA,AMS,bone,Homo sapiens,Canmore 39655,201815,201815,,"Arran, Torlin",NA,Chambered Cairn,NA,"North Ayrshire, Scotland",Scotland,NA,Yes,No,-5.2342,55.4407,B,http://canmore.org.uk/c14sample/GrA-25644,"Human adult cranium (Torlin B, A.1912.21/6) from the chamber of a Clyde-type cairn. From information compiled by Patrick Ashmore.",NA,NA,NA
204169,GrA-25646,4770,40,-21.6,NA,AMS,bone,Homo sapiens,Canmore 39655,201815,201815,,"Arran, Torlin",NA,Chambered Cairn,NA,"North Ayrshire, Scotland",Scotland,NA,Yes,No,-5.2342,55.4407,B,http://canmore.org.uk/c14sample/GrA-25646,"Human adult cranium (Torlin C, A.1912.21/7) from the chamber of a Clyde-type cairn. From information compiled by Patrick Ashmore.",NA,NA,NA
20893,SUERC-18310,3555,35,NA,NA,AMS,bone,Homo sapiens,IWHER 891,13086,13086,,Arreton Down,NA,burial (inhumation),NA,"Isle of Wight, England",England,Wessex,No,No,-1.2435,50.6841,A,"Sheridan, A.  2008. Towards a fuller, more nuanced narrative of Chalcolithic and Early Bronze Age Britain 2500-1500BC, Bronze Age Review, 1, 57-78",Female with faience bead,NA,NA,NA
20895,SUERC-18311,3460,35,NA,NA,AMS,bone (cremated),Homo sapiens,IWHER 891,13086,13086,,Arreton Down,NA,burial (cremation),NA,"Isle of Wight, England",England,Wessex,N/A,Yes,-1.2435,50.6841,A,"Sheridan, A.  2008. Towards a fuller, more nuanced narrative of Chalcolithic and Early Bronze Age Britain 2500-1500BC, Bronze Age Review, 1, 57-78; Jones and Quinnell 2013 Daggers in the West: Early Bronze Age Daggers and Knives in the South-west Peninsula Proceedings of the Prehistoric Society FirstView:1--26 (doi:10.1017/ppr.2013.4)",Cremated bone with bronze knife,NA,NA,NA
217446,GrA-25304,4890,40,-22.3,DN15:8.4,AMS,bone,Homo sapiens,EUROEVOL S1127;English NMR 334700,,1000123,,Ascott-under-Wychwood,"AUW; Individual B2, in the southern outer cist; individual B2, in the southern outer cist",Earthen long barro;3B; 3H;burial mound;mound (long barrow);burial (collective),NA,"Oxfordshire, England",England,NA,Yes,No,-1.5658,51.8561,B,http://fepre.mas.ncl.ac.uk/; CalPal; EUROEVOL-Sample:9276; Gathering Time Project; http://radon.ufg.uni-kiel.de/samples/13815; Bayliss et al. 2007. Cambridge Archaeological Journal 17.1,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 345, 385, 431, 458, 460, 465-6, 470-2, 545, 670-1, 677, 679-80; HB7 (530/125), human left ulna from partially articulated individual B2, in the southern outer cist",NA,NA,NA
